date	SkinWetness
1.1650000000E+001	1.0057530818E-001
1.1666666667E+001	1.0059510569E-001
1.1683333333E+001	1.0061486177E-001
1.1700000000E+001	1.0063457654E-001
1.1716666667E+001	1.0065425009E-001
1.1733333333E+001	1.0067388255E-001
1.1750000000E+001	1.0069347402E-001
1.1766666667E+001	1.0071302463E-001
1.1783333333E+001	1.0073253447E-001
1.1800000000E+001	1.0075200367E-001
1.1816666667E+001	1.0077143233E-001
1.1833333333E+001	1.0079082056E-001
1.1850000000E+001	1.0081016848E-001
1.1866666667E+001	1.0082947618E-001
1.1883333333E+001	1.0084874379E-001
1.1900000000E+001	1.0086797141E-001
1.1916666667E+001	1.0088715914E-001
1.1933333333E+001	1.0090630710E-001
1.1950000000E+001	1.0092541539E-001
1.1966666667E+001	1.0094448413E-001
1.1983333333E+001	1.0096351340E-001
1.2000000000E+001	1.0098250333E-001
1.2016666667E+001	1.0100145402E-001
1.2033333333E+001	1.0102036557E-001
1.2050000000E+001	1.0103923809E-001
1.2066666667E+001	1.0105807169E-001
1.2083333333E+001	1.0107686646E-001
1.2100000000E+001	1.0109562251E-001
1.2116666667E+001	1.0111433994E-001
1.2133333333E+001	1.0113301886E-001
1.2150000000E+001	1.0115165937E-001
1.2166666667E+001	1.0117026158E-001
1.2183333333E+001	1.0118882557E-001
1.2200000000E+001	1.0120735146E-001
1.2216666667E+001	1.0122583935E-001
1.2233333333E+001	1.0124428934E-001
1.2250000000E+001	1.0126270152E-001
1.2266666667E+001	1.0128107600E-001
1.2283333333E+001	1.0129941288E-001
1.2300000000E+001	1.0131771225E-001
1.2316666667E+001	1.0133597422E-001
1.2333333333E+001	1.0135419888E-001
1.2350000000E+001	1.0137238633E-001
1.2366666667E+001	1.0139053667E-001
1.2383333333E+001	1.0140865000E-001
1.2400000000E+001	1.0142672641E-001
1.2416666667E+001	1.0144476601E-001
1.2433333333E+001	1.0146276888E-001
1.2450000000E+001	1.0148073512E-001
1.2466666667E+001	1.0149866484E-001
1.2483333333E+001	1.0151655811E-001
1.2500000000E+001	1.0153441505E-001
1.2516666667E+001	1.0155223574E-001
1.2533333333E+001	1.0157002028E-001
1.2550000000E+001	1.0158776876E-001
1.2566666667E+001	1.0160548127E-001
1.2583333333E+001	1.0162315792E-001
1.2600000000E+001	1.0164079878E-001
1.2616666667E+001	1.0165840396E-001
1.2633333333E+001	1.0167597355E-001
1.2650000000E+001	1.0169350764E-001
1.2666666667E+001	1.0171100631E-001
1.2683333333E+001	1.0172846967E-001
1.2700000000E+001	1.0174589780E-001
1.2716666667E+001	1.0176329079E-001
1.2733333333E+001	1.0178064874E-001
1.2750000000E+001	1.0179797173E-001
1.2766666667E+001	1.0181525986E-001
1.2783333333E+001	1.0183251320E-001
1.2800000000E+001	1.0184973186E-001
1.2816666667E+001	1.0186691592E-001
1.2833333333E+001	1.0188406547E-001
1.2850000000E+001	1.0190118059E-001
1.2866666667E+001	1.0191826138E-001
1.2883333333E+001	1.0193530792E-001
1.2900000000E+001	1.0195232030E-001
1.2916666667E+001	1.0196929861E-001
1.2933333333E+001	1.0198624293E-001
1.2950000000E+001	1.0200315335E-001
1.2966666667E+001	1.0202002995E-001
1.2983333333E+001	1.0203687283E-001
1.3000000000E+001	1.0205368206E-001
1.3016666667E+001	1.0207045773E-001
1.3033333333E+001	1.0208719993E-001
1.3050000000E+001	1.0210390874E-001
1.3066666667E+001	1.0212058425E-001
1.3083333333E+001	1.0213722653E-001
1.3100000000E+001	1.0215383567E-001
1.3116666667E+001	1.0217041176E-001
1.3133333333E+001	1.0218695488E-001
1.3150000000E+001	1.0220346511E-001
1.3166666667E+001	1.0221994254E-001
1.3183333333E+001	1.0223638724E-001
1.3200000000E+001	1.0225279929E-001
1.3216666667E+001	1.0226917879E-001
1.3233333333E+001	1.0228552581E-001
1.3250000000E+001	1.0230184043E-001
1.3266666667E+001	1.0231812273E-001
1.3283333333E+001	1.0233437280E-001
1.3300000000E+001	1.0235059071E-001
1.3316666667E+001	1.0236677654E-001
1.3333333333E+001	1.0238293038E-001
1.3350000000E+001	1.0239905230E-001
1.3366666667E+001	1.0241514238E-001
1.3383333333E+001	1.0243120070E-001
1.3400000000E+001	1.0244722734E-001
1.3416666667E+001	1.0246322237E-001
1.3433333333E+001	1.0247918589E-001
1.3450000000E+001	1.0249511795E-001
1.3466666667E+001	1.0251101865E-001
1.3483333333E+001	1.0252688806E-001
1.3500000000E+001	1.0254272625E-001
1.3516666667E+001	1.0255853330E-001
1.3533333333E+001	1.0257430929E-001
1.3550000000E+001	1.0259005430E-001
1.3566666667E+001	1.0260576840E-001
1.3583333333E+001	1.0262145166E-001
1.3600000000E+001	1.0263710417E-001
1.3616666667E+001	1.0265272599E-001
1.3633333333E+001	1.0266831721E-001
1.3650000000E+001	1.0268387789E-001
1.3666666667E+001	1.0269940811E-001
1.3683333333E+001	1.0271490796E-001
1.3700000000E+001	1.0273037749E-001
1.3716666667E+001	1.0274581678E-001
1.3733333333E+001	1.0276122591E-001
1.3750000000E+001	1.0277660496E-001
1.3766666667E+001	1.0279195398E-001
1.3783333333E+001	1.0280727306E-001
1.3800000000E+001	1.0282256228E-001
1.3816666667E+001	1.0283782169E-001
1.3833333333E+001	1.0285305137E-001
1.3850000000E+001	1.0286825141E-001
1.3866666667E+001	1.0288342185E-001
1.3883333333E+001	1.0289856279E-001
1.3900000000E+001	1.0291367429E-001
1.3916666667E+001	1.0292875641E-001
1.3933333333E+001	1.0294380924E-001
1.3950000000E+001	1.0295883284E-001
1.3966666667E+001	1.0297382728E-001
1.3983333333E+001	1.0298879263E-001
1.4000000000E+001	1.0300372896E-001
1.4016666667E+001	1.0301863635E-001
1.4033333333E+001	1.0303351485E-001
1.4050000000E+001	1.0304836455E-001
1.4066666667E+001	1.0306318550E-001
1.4083333333E+001	1.0307797778E-001
1.4100000000E+001	1.0309274145E-001
1.4116666667E+001	1.0310747659E-001
1.4133333333E+001	1.0312218326E-001
1.4150000000E+001	1.0313686153E-001
1.4166666667E+001	1.0315151147E-001
1.4183333333E+001	1.0316613314E-001
1.4200000000E+001	1.0318072661E-001
1.4216666667E+001	1.0319529195E-001
1.4233333333E+001	1.0320982922E-001
1.4250000000E+001	1.0322433850E-001
1.4266666667E+001	1.0323881984E-001
1.4283333333E+001	1.0325327332E-001
1.4300000000E+001	1.0326769900E-001
1.4316666667E+001	1.0328209694E-001
1.4333333333E+001	1.0329646722E-001
1.4350000000E+001	1.0331080989E-001
1.4366666667E+001	1.0332512502E-001
1.4383333333E+001	1.0333941267E-001
1.4400000000E+001	1.0335367292E-001
1.4416666667E+001	1.0336790582E-001
1.4433333333E+001	1.0338211144E-001
1.4450000000E+001	1.0339628985E-001
1.4466666667E+001	1.0341044110E-001
1.4483333333E+001	1.0342456526E-001
1.4500000000E+001	1.0343866240E-001
1.4516666667E+001	1.0345273257E-001
1.4533333333E+001	1.0346677584E-001
1.4550000000E+001	1.0348079228E-001
1.4566666667E+001	1.0349478194E-001
1.4583333333E+001	1.0350874489E-001
1.4600000000E+001	1.0352268119E-001
1.4616666667E+001	1.0353659090E-001
1.4633333333E+001	1.0355047409E-001
1.4650000000E+001	1.0356433081E-001
1.4666666667E+001	1.0357816113E-001
1.4683333333E+001	1.0359196511E-001
1.4700000000E+001	1.0360574280E-001
1.4716666667E+001	1.0361949428E-001
1.4733333333E+001	1.0363321960E-001
1.4750000000E+001	1.0364691882E-001
1.4766666667E+001	1.0366059200E-001
1.4783333333E+001	1.0367423921E-001
1.4800000000E+001	1.0368786049E-001
1.4816666667E+001	1.0370145592E-001
1.4833333333E+001	1.0371502555E-001
1.4850000000E+001	1.0372856944E-001
1.4866666667E+001	1.0374208765E-001
1.4883333333E+001	1.0375558024E-001
1.4900000000E+001	1.0376904727E-001
1.4916666667E+001	1.0378248880E-001
1.4933333333E+001	1.0379590488E-001
1.4950000000E+001	1.0380929557E-001
1.4966666667E+001	1.0382266094E-001
1.4983333333E+001	1.0383600103E-001
1.5000000000E+001	1.0384931592E-001
1.5016666667E+001	1.0386260564E-001
1.5033333333E+001	1.0387587028E-001
1.5050000000E+001	1.0388910987E-001
1.5066666667E+001	1.0390232447E-001
1.5083333333E+001	1.0391551416E-001
1.5100000000E+001	1.0392867897E-001
1.5116666667E+001	1.0394181897E-001
1.5133333333E+001	1.0395493421E-001
1.5150000000E+001	1.0396802475E-001
1.5166666667E+001	1.0398109065E-001
1.5183333333E+001	1.0399413196E-001
1.5200000000E+001	1.0400714874E-001
1.5216666667E+001	1.0402014105E-001
1.5233333333E+001	1.0403310893E-001
1.5250000000E+001	1.0404605244E-001
1.5266666667E+001	1.0405897165E-001
1.5283333333E+001	1.0407186660E-001
1.5300000000E+001	1.0408473734E-001
1.5316666667E+001	1.0409758394E-001
1.5333333333E+001	1.0411040645E-001
1.5350000000E+001	1.0412320492E-001
1.5366666667E+001	1.0413597941E-001
1.5383333333E+001	1.0414872996E-001
1.5400000000E+001	1.0416145664E-001
1.5416666667E+001	1.0417415950E-001
1.5433333333E+001	1.0418683859E-001
1.5450000000E+001	1.0419949396E-001
1.5466666667E+001	1.0421212567E-001
1.5483333333E+001	1.0422473378E-001
1.5500000000E+001	1.0423731832E-001
1.5516666667E+001	1.0424987936E-001
1.5533333333E+001	1.0426241695E-001
1.5550000000E+001	1.0427493114E-001
1.5566666667E+001	1.0428742198E-001
1.5583333333E+001	1.0429988953E-001
1.5600000000E+001	1.0431233384E-001
1.5616666667E+001	1.0432475495E-001
1.5633333333E+001	1.0433715293E-001
1.5650000000E+001	1.0434952782E-001
1.5666666667E+001	1.0436187967E-001
1.5683333333E+001	1.0437420854E-001
1.5700000000E+001	1.0438651447E-001
1.5716666667E+001	1.0439879752E-001
1.5733333333E+001	1.0441105773E-001
1.5750000000E+001	1.0442329516E-001
1.5766666667E+001	1.0443550987E-001
1.5783333333E+001	1.0444998077E-001
1.5800000000E+001	1.0446629613E-001
1.5816666667E+001	1.0448247006E-001
1.5833333333E+001	1.0449860628E-001
1.5850000000E+001	1.0451470509E-001
1.5866666667E+001	1.0453076681E-001
1.5883333333E+001	1.0454679174E-001
1.5900000000E+001	1.0456278017E-001
1.5916666667E+001	1.0457873238E-001
1.5933333333E+001	1.0459464866E-001
1.5950000000E+001	1.0461016763E-001
1.5966666667E+001	1.0462539245E-001
1.5983333333E+001	1.0464056578E-001
1.6000000000E+001	1.0465568847E-001
1.6016666667E+001	1.0467076135E-001
1.6033333333E+001	1.0468578522E-001
1.6050000000E+001	1.0470076088E-001
1.6066666667E+001	1.0471568912E-001
1.6083333333E+001	1.0473057070E-001
1.6100000000E+001	1.0474540636E-001
1.6116666667E+001	1.0476019684E-001
1.6133333333E+001	1.0477494286E-001
1.6150000000E+001	1.0478964512E-001
1.6166666667E+001	1.0480430432E-001
1.6183333333E+001	1.0481892112E-001
1.6200000000E+001	1.0483349620E-001
1.6216666667E+001	1.0484803020E-001
1.6233333333E+001	1.0486252375E-001
1.6250000000E+001	1.0487697749E-001
1.6266666667E+001	1.0489139201E-001
1.6283333333E+001	1.0490576792E-001
1.6300000000E+001	1.0492010581E-001
1.6316666667E+001	1.0493440625E-001
1.6333333333E+001	1.0494866980E-001
1.6350000000E+001	1.0496289701E-001
1.6366666667E+001	1.0497708843E-001
1.6383333333E+001	1.0499124458E-001
1.6400000000E+001	1.0500536599E-001
1.6416666667E+001	1.0501945315E-001
1.6433333333E+001	1.0503350658E-001
1.6450000000E+001	1.0504752675E-001
1.6466666667E+001	1.0506151414E-001
1.6483333333E+001	1.0507546923E-001
1.6500000000E+001	1.0508939247E-001
1.6516666667E+001	1.0510328432E-001
1.6533333333E+001	1.0511714520E-001
1.6550000000E+001	1.0513097557E-001
1.6566666667E+001	1.0514477583E-001
1.6583333333E+001	1.0515854640E-001
1.6600000000E+001	1.0517228769E-001
1.6616666667E+001	1.0518600011E-001
1.6633333333E+001	1.0519968402E-001
1.6650000000E+001	1.0521333983E-001
1.6666666667E+001	1.0522696791E-001
1.6683333333E+001	1.0524056861E-001
1.6700000000E+001	1.0525414231E-001
1.6716666667E+001	1.0526768935E-001
1.6733333333E+001	1.0528121008E-001
1.6750000000E+001	1.0529470484E-001
1.6766666667E+001	1.0530817397E-001
1.6783333333E+001	1.0532161777E-001
1.6800000000E+001	1.0533503658E-001
1.6816666667E+001	1.0534843070E-001
1.6833333333E+001	1.0536180045E-001
1.6850000000E+001	1.0537514612E-001
1.6866666667E+001	1.0538846800E-001
1.6883333333E+001	1.0540176639E-001
1.6900000000E+001	1.0541504156E-001
1.6916666667E+001	1.0542829379E-001
1.6933333333E+001	1.0544152336E-001
1.6950000000E+001	1.0545473052E-001
1.6966666667E+001	1.0546791555E-001
1.6983333333E+001	1.0548107868E-001
1.7000000000E+001	1.0549422018E-001
1.7016666667E+001	1.0550734030E-001
1.7033333333E+001	1.0552043925E-001
1.7050000000E+001	1.0553351730E-001
1.7066666667E+001	1.0554657466E-001
1.7083333333E+001	1.0555961156E-001
1.7100000000E+001	1.0557262822E-001
1.7116666667E+001	1.0558562486E-001
1.7133333333E+001	1.0559860170E-001
1.7150000000E+001	1.0561155893E-001
1.7166666667E+001	1.0562449677E-001
1.7183333333E+001	1.0563741542E-001
1.7200000000E+001	1.0565031508E-001
1.7216666667E+001	1.0566319592E-001
1.7233333333E+001	1.0567605815E-001
1.7250000000E+001	1.0568890196E-001
1.7266666667E+001	1.0570172751E-001
1.7283333333E+001	1.0571453499E-001
1.7300000000E+001	1.0572732457E-001
1.7316666667E+001	1.0574009643E-001
1.7333333333E+001	1.0575285073E-001
1.7350000000E+001	1.0576558764E-001
1.7366666667E+001	1.0577830731E-001
1.7383333333E+001	1.0579100991E-001
1.7400000000E+001	1.0580369558E-001
1.7416666667E+001	1.0581636449E-001
1.7433333333E+001	1.0582901678E-001
1.7450000000E+001	1.0584165259E-001
1.7466666667E+001	1.0585427207E-001
1.7483333333E+001	1.0586687536E-001
1.7500000000E+001	1.0587946260E-001
1.7516666667E+001	1.0589203392E-001
1.7533333333E+001	1.0590458945E-001
1.7550000000E+001	1.0591712933E-001
1.7566666667E+001	1.0592965368E-001
1.7583333333E+001	1.0594216262E-001
1.7600000000E+001	1.0595465628E-001
1.7616666667E+001	1.0596713477E-001
1.7633333333E+001	1.0597959822E-001
1.7650000000E+001	1.0599204674E-001
1.7666666667E+001	1.0600448045E-001
1.7683333333E+001	1.0601689944E-001
1.7700000000E+001	1.0602930384E-001
1.7716666667E+001	1.0604169375E-001
1.7733333333E+001	1.0605406928E-001
1.7750000000E+001	1.0606643052E-001
1.7766666667E+001	1.0607877757E-001
1.7783333333E+001	1.0609111054E-001
1.7800000000E+001	1.0610342953E-001
1.7816666667E+001	1.0611573462E-001
1.7833333333E+001	1.0612802592E-001
1.7850000000E+001	1.0614030350E-001
1.7866666667E+001	1.0615256747E-001
1.7883333333E+001	1.0616481791E-001
1.7900000000E+001	1.0617705490E-001
1.7916666667E+001	1.0618927854E-001
1.7933333333E+001	1.0620148890E-001
1.7950000000E+001	1.0621368607E-001
1.7966666667E+001	1.0622587012E-001
1.7983333333E+001	1.0623804114E-001
1.8000000000E+001	1.0625019919E-001
1.8016666667E+001	1.0626234437E-001
1.8033333333E+001	1.0627447674E-001
1.8050000000E+001	1.0628659637E-001
1.8066666667E+001	1.0629870333E-001
1.8083333333E+001	1.0631079771E-001
1.8100000000E+001	1.0632287955E-001
1.8116666667E+001	1.0633494894E-001
1.8133333333E+001	1.0634700594E-001
1.8150000000E+001	1.0635905061E-001
1.8166666667E+001	1.0637108303E-001
1.8183333333E+001	1.0638310324E-001
1.8200000000E+001	1.0639511131E-001
1.8216666667E+001	1.0640710731E-001
1.8233333333E+001	1.0641909128E-001
1.8250000000E+001	1.0643106330E-001
1.8266666667E+001	1.0644302342E-001
1.8283333333E+001	1.0645497169E-001
1.8300000000E+001	1.0646690817E-001
1.8316666667E+001	1.0647883292E-001
1.8333333333E+001	1.0649074598E-001
1.8350000000E+001	1.0650264741E-001
1.8366666667E+001	1.0651453726E-001
1.8383333333E+001	1.0652641558E-001
1.8400000000E+001	1.0653828242E-001
1.8416666667E+001	1.0655013784E-001
1.8433333333E+001	1.0656198187E-001
1.8450000000E+001	1.0657381456E-001
1.8466666667E+001	1.0658563597E-001
1.8483333333E+001	1.0659744613E-001
1.8500000000E+001	1.0660924509E-001
1.8516666667E+001	1.0662103290E-001
1.8533333333E+001	1.0663280960E-001
1.8550000000E+001	1.0664457522E-001
1.8566666667E+001	1.0665632982E-001
1.8583333333E+001	1.0666807343E-001
1.8600000000E+001	1.0667980609E-001
1.8616666667E+001	1.0669152785E-001
1.8633333333E+001	1.0670323874E-001
1.8650000000E+001	1.0671493879E-001
1.8666666667E+001	1.0672662806E-001
1.8683333333E+001	1.0673830657E-001
1.8700000000E+001	1.0674997435E-001
1.8716666667E+001	1.0676163146E-001
1.8733333333E+001	1.0677327792E-001
1.8750000000E+001	1.0678491376E-001
1.8766666667E+001	1.0679653902E-001
1.8783333333E+001	1.0680815374E-001
1.8800000000E+001	1.0681975794E-001
1.8816666667E+001	1.0683135166E-001
1.8833333333E+001	1.0684293494E-001
1.8850000000E+001	1.0685450779E-001
1.8866666667E+001	1.0686607026E-001
1.8883333333E+001	1.0687762237E-001
1.8900000000E+001	1.0688916415E-001
1.8916666667E+001	1.0690069564E-001
1.8933333333E+001	1.0691221686E-001
1.8950000000E+001	1.0692372784E-001
1.8966666667E+001	1.0693522860E-001
1.8983333333E+001	1.0694671919E-001
1.9000000000E+001	1.0695819961E-001
1.9016666667E+001	1.0696966991E-001
1.9033333333E+001	1.0698113010E-001
1.9050000000E+001	1.0699258021E-001
1.9066666667E+001	1.0700402027E-001
1.9083333333E+001	1.0701545030E-001
1.9100000000E+001	1.0702687033E-001
1.9116666667E+001	1.0703828039E-001
1.9133333333E+001	1.0704968049E-001
1.9150000000E+001	1.0706107066E-001
1.9166666667E+001	1.0707245092E-001
1.9183333333E+001	1.0708382130E-001
1.9200000000E+001	1.0709518182E-001
1.9216666667E+001	1.0710653250E-001
1.9233333333E+001	1.0711787337E-001
1.9250000000E+001	1.0712920444E-001
1.9266666667E+001	1.0714052573E-001
1.9283333333E+001	1.0715183728E-001
1.9300000000E+001	1.0716313909E-001
1.9316666667E+001	1.0717443120E-001
1.9333333333E+001	1.0718571361E-001
1.9350000000E+001	1.0719698636E-001
1.9366666667E+001	1.0720824945E-001
1.9383333333E+001	1.0721950292E-001
1.9400000000E+001	1.0723074677E-001
1.9416666667E+001	1.0724198103E-001
1.9433333333E+001	1.0725320572E-001
1.9450000000E+001	1.0726442085E-001
1.9466666667E+001	1.0727562644E-001
1.9483333333E+001	1.0728682252E-001
1.9500000000E+001	1.0729800910E-001
1.9516666667E+001	1.0730918619E-001
1.9533333333E+001	1.0732035382E-001
1.9550000000E+001	1.0733151199E-001
1.9566666667E+001	1.0734266074E-001
1.9583333333E+001	1.0735380007E-001
1.9600000000E+001	1.0736493000E-001
1.9616666667E+001	1.0737605055E-001
1.9633333333E+001	1.0738716174E-001
1.9650000000E+001	1.0739826357E-001
1.9666666667E+001	1.0740935607E-001
1.9683333333E+001	1.0742043925E-001
1.9700000000E+001	1.0743151313E-001
1.9716666667E+001	1.0744257772E-001
1.9733333333E+001	1.0745363303E-001
1.9750000000E+001	1.0746467909E-001
1.9766666667E+001	1.0747571590E-001
1.9783333333E+001	1.0748674349E-001
1.9800000000E+001	1.0749776185E-001
1.9816666667E+001	1.0750877102E-001
1.9833333333E+001	1.0751977101E-001
1.9850000000E+001	1.0753076182E-001
1.9866666667E+001	1.0754174347E-001
1.9883333333E+001	1.0755271597E-001
1.9900000000E+001	1.0756367935E-001
1.9916666667E+001	1.0757463361E-001
1.9933333333E+001	1.0758557876E-001
1.9950000000E+001	1.0759651482E-001
1.9966666667E+001	1.0760744180E-001
1.9983333333E+001	1.0761835971E-001
2.0000000000E+001	1.0762926857E-001
